created_at,pm25_ugm3,pm10_ugm3,co_ugm3,no2_ugm3,o3_ugm3,any_zscore_anomaly,zscore_anomaly_count,iforest_anomaly,iforest_score,anomaly_evidence
2026-08-30 16:54:00+00:00,14.01,21.7,2768.69,0.0,19.97,False,0,False,0.2566664470511529,None
2026-08-30 16:55:00+00:00,11.42,13.71,2713.99,0.63,37.2,False,0,False,0.1661113121174574,None
2026-08-30 16:56:00+00:00,13.87,15.82,2667.0,0.32,40.41,False,0,False,0.19873056471919365,None
2026-08-30 16:57:00+00:00,15.15,16.87,2821.94,0.0,20.77,False,0,False,0.27735379518619213,None
2026-08-30 16:58:00+00:00,14.91,17.99,2882.35,0.0,47.56,False,0,False,0.2112720558901266,None
2026-08-30 16:59:00+00:00,15.36,17.84,3112.72,0.2,40.78,False,0,False,0.20388009083560338,None
2026-08-30 17:00:00+00:00,18.23,23.97,3035.91,0.0,44.44,False,0,False,0.20871414532061605,None
2026-08-30 17:01:00+00:00,19.32,20.58,2946.84,0.0,20.76,False,0,False,0.22972315774742663,None
2026-08-30 17:02:00+00:00,18.94,21.26,2837.31,0.0,38.91,False,0,False,0.2148203600136025,None
2026-08-30 17:03:00+00:00,16.76,19.37,2875.61,0.0,20.47,False,0,False,0.2641525881976386,None
2026-08-30 17:04:00+00:00,11.65,15.24,2699.87,0.14,20.81,False,0,False,0.24761646138553023,None
2026-08-30 17:05:00+00:00,13.03,11.36,3052.39,0.0,20.6,False,0,False,0.23839775821172055,None
2026-08-30 17:06:00+00:00,12.1,10.28,2899.98,0.0,19.78,False,0,False,0.2083800012643413,None
2026-08-30 17:07:00+00:00,19.9,24.25,2975.59,0.0,35.06,False,0,False,0.181516155113371,None
2026-08-30 17:08:00+00:00,17.77,18.07,2856.19,0.0,40.47,False,0,False,0.22817741211568204,None
2026-08-30 17:09:00+00:00,12.42,13.58,2870.71,0.0,20.83,False,0,False,0.27635672714606674,None
2026-08-30 17:10:00+00:00,17.22,21.95,2754.84,0.0,36.25,False,0,False,0.22143066507988313,None
2026-08-30 17:11:00+00:00,8.0,7.77,2861.7,0.0,20.5,False,0,False,0.1735031892343722,None
2026-08-30 17:12:00+00:00,18.44,19.58,2838.94,0.0,19.96,False,0,False,0.25768093292240574,None
2026-08-30 17:13:00+00:00,14.35,21.31,2832.54,0.23,41.62,False,0,False,0.19473995354747164,None
2026-08-30 17:14:00+00:00,10.78,11.57,2776.7,0.0,20.4,False,0,False,0.21090998764251684,None
2026-08-30 17:15:00+00:00,19.36,20.23,3014.55,0.0,19.7,False,0,False,0.2581175671652661,None
2026-08-30 17:16:00+00:00,13.81,16.26,3235.83,0.0,37.07,True,1,False,0.2349625140194539,Z-Score
2026-08-30 17:17:00+00:00,12.77,11.02,2873.39,0.0,20.18,False,0,False,0.24706998422794463,None
2026-08-30 17:18:00+00:00,13.55,14.79,2854.1,0.0,19.88,False,0,False,0.2742064536756154,None
2026-08-30 17:19:00+00:00,12.27,13.28,2843.69,0.0,40.67,False,0,False,0.21681666916432246,None
2026-08-30 17:20:00+00:00,17.16,16.0,2887.63,0.0,20.81,False,0,False,0.2652391367324568,None
2026-08-30 17:21:00+00:00,14.67,15.7,2920.54,0.0,36.17,False,0,False,0.21511737060366348,None
2026-08-30 17:22:00+00:00,17.11,16.38,2668.74,0.0,20.61,False,0,False,0.2807793129457901,None
2026-08-30 17:23:00+00:00,9.05,7.5,2818.79,0.0,33.73,False,0,False,0.09916340723116213,None
2026-08-30 17:24:00+00:00,17.7,21.17,3009.48,0.0,20.59,False,0,False,0.2817413884459133,None
2026-08-30 17:25:00+00:00,17.59,18.94,2705.69,1.55,20.37,True,1,False,0.12700421828968989,Z-Score
2026-08-30 17:26:00+00:00,18.13,22.01,2820.26,0.0,19.93,False,0,False,0.2435372291761047,None
2026-08-30 17:27:00+00:00,20.83,24.32,3057.75,0.67,40.59,False,0,False,0.13668786264339972,None
2026-08-30 17:28:00+00:00,12.89,11.62,2888.66,0.0,20.68,False,0,False,0.2607383900240446,None
2026-08-30 17:29:00+00:00,20.54,26.81,2835.62,1.14,40.1,True,1,False,0.07401728493458826,Z-Score
2026-08-30 17:30:00+00:00,13.91,16.13,2947.55,1.08,20.11,True,1,False,0.19468421069618785,Z-Score
2026-08-30 17:31:00+00:00,16.1,16.99,2737.96,0.0,32.42,False,0,False,0.24708087846165772,None
2026-08-30 17:32:00+00:00,15.03,18.44,2778.02,0.0,34.51,False,0,False,0.23495035864160557,None
2026-08-30 17:33:00+00:00,10.38,9.63,3091.16,0.0,19.83,False,0,False,0.23284357791150995,None
2026-08-30 17:34:00+00:00,19.63,23.44,2855.02,0.0,33.62,False,0,False,0.21249613922243876,None
2026-08-30 17:35:00+00:00,19.23,21.1,3088.54,0.0,20.06,False,0,False,0.26310974596276104,None
2026-08-30 17:36:00+00:00,18.69,19.65,2872.45,0.0,36.94,False,0,False,0.22185198428269215,None
2026-08-30 17:37:00+00:00,13.41,20.83,2992.79,0.0,30.45,False,0,False,0.2249564255448852,None
2026-08-30 17:38:00+00:00,18.77,18.93,2906.42,0.0,20.35,False,0,False,0.25636977498766395,None
2026-08-30 17:39:00+00:00,13.96,15.9,2832.35,0.0,20.18,False,0,False,0.2781938929143091,None
2026-08-30 17:40:00+00:00,15.25,16.72,3004.49,0.0,19.88,False,0,False,0.2724301171713612,None
2026-08-30 17:41:00+00:00,14.49,15.43,2854.94,0.22,19.8,False,0,False,0.26129510073129597,None
2026-08-30 17:42:00+00:00,16.52,17.32,3018.59,0.41,20.19,False,0,False,0.2380267047009712,None
2026-08-30 17:43:00+00:00,17.2,13.25,2989.87,0.0,32.72,False,0,False,0.22457940788370545,None
2026-08-30 17:44:00+00:00,21.11,22.88,3037.76,1.01,36.03,False,0,False,0.13138040930745476,None
2026-08-30 17:45:00+00:00,13.26,19.5,2856.52,0.0,31.55,False,0,False,0.24704685606904836,None
2026-08-30 17:46:00+00:00,12.05,18.39,2964.4,0.0,20.69,False,0,False,0.25692788352678303,None
2026-08-30 17:47:00+00:00,18.04,17.27,2973.19,0.65,20.59,False,0,False,0.2381028449871228,None
2026-08-30 17:48:00+00:00,18.86,22.66,3117.24,0.0,20.62,False,0,False,0.22813956651447298,None
2026-08-30 17:49:00+00:00,15.43,17.51,2800.82,0.0,28.51,False,0,False,0.24952965052280596,None
2026-08-30 17:50:00+00:00,16.49,21.84,3224.46,0.43,20.21,False,0,False,0.2202061877888674,None
2026-08-30 17:51:00+00:00,14.39,12.46,3225.66,0.0,20.53,False,0,False,0.25730507878455405,None
